1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-54.48084823033126,-84.29130704283376,-108.53218134974244,-133.5852929552207,-158.57840040888092,-154.55926876427202,-151.87896405806555,-185.3590412892536,-130.39760248267984,-165.64063202647242,-174.26190703907437,-169.08257869513494,-151.31507099719246,-158.07624560332053,-186.21579596516492,-141.15044947142067,-130.33779118623937,-138.9908406728752,-147.713735398945,-136.88221277356078,-133.18396885155667,-147.1622616804999,-147.52485396488834,-140.85307563761486,-156.20663361856236,-135.05265658790913,-139.31137818326044,-134.57365843235704,-138.0572125892784,-142.15811774122142
-52.724107133057124,-81.62011437417061,-132.11244996116275,-161.92779016506773,-149.05564482105098,-98.02737683593435,-178.61669591840166,-148.4347951302785,-192.0783715631263,-185.685075296358,-172.79837323921313,-167.7747601026686,-190.27384738019123,-166.76826240430086,-147.89988295381525,-174.84313910215766,-160.50900385190624,-145.49251369133898,-152.82630281519766,-134.67607662916058,-128.7197869900135,-133.5951093947091,-145.06137306641477,-131.66068561703165,-145.54744895375435,-142.7847209432264,-126.34395192026967,-151.83348671835998,-124.71272036243022,-128.50309724841895
-54.39266519098082,-68.11466910396327,-128.3649536014547,-166.78569903920322,-170.10162610705873,-159.37514214130613,-195.9708932930036,-162.36209066894523,-194.9959476002259,-202.31192823325995,-169.7742604779057,-164.62121958421977,-114.59340424274824,-176.13477755410975,-173.81990281798767,-162.00054836446284,-170.85442775353098,-150.4465777907527,-173.70056307880682,-145.7125757559149,-160.9281926901899,-147.11187567455707,-146.92501945412658,-154.1702297128524,-130.50125950049096,-132.01066754968852,-151.5312908210215,-136.66619920519034,-116.24151748738954,-138.47025241985378
-51.20860462216108,-73.60891457821559,-125.62263326682434,-169.2652717049865,-88.77336129545705,-173.6765539828009,-160.93547886482446,-174.0305281090779,-163.61881105956496,-157.1473293740626,-146.12892580835313,-136.08411417985528,-172.69238020745337,-152.7330445265281,-174.39517818501565,-166.2739356079337,-166.87303689014874,-145.56383395278624,-167.8129408319513,-144.35157760900037,-149.53689228432333,-163.99647930071927,-140.60192532001827,-117.16954724050642,-147.70527178741582,-133.98687209011237,-131.02802710837057,-111.86138858175214,-140.4898019209006,-118.51833625166621
-53.13845827093215,-75.92198998561219,-154.89935475682904,-180.539016039266,-164.1507657041716,-192.8659055085295,-195.68312151983918,-180.39175473639602,-169.47634508089843,-190.74648536794072,-196.2702545779783,-171.63917296058435,-176.8227831265411,-154.05040956509953,-165.33195234999116,-118.05550058542912,-155.80279077516948,-139.0855509242568,-153.83166251939676,-162.23234605101655,-161.06224719379395,-136.0817848636322,-104.77969175732841,-148.08092952721657,-148.07807513759442,-148.15776666188373,-81.40868650953135,-129.40641629497483,-128.88113802793265,-130.45894132212513
-53.98554708580436,-77.58712124146004,-157.31515990789256,-173.67407685327998,-130.74895214376107,-167.49851631600157,-141.07636785484593,-189.07798330606454,-165.75231516519605,-178.65176097822825,-193.21891135159734,-184.03386589384868,-149.20503453155666,-163.69050895921228,-159.8451157393102,-159.7559054525603,-151.75397395835736,-133.98370319675433,-175.8093953093904,-147.8509454537635,-109.71017859603393,-164.96574916741784,-127.35382575646597,-137.2745918330908,-143.08127913311392,-143.25646767393823,-139.6450445474205,-117.92829259020883,-121.23329085103524,-133.3095638454187
-41.55854160661949,-84.1824733963207,-120.08114872370109,-149.14487736635087,-165.99239819785433,-146.19578740155671,-139.31737412380448,-144.48954964442515,-178.0229008535162,-167.53278573562417,-168.03313413503312,-168.32895320670383,-161.17809430038147,-144.55330161938525,-164.98851179903136,-162.10586759328763,-156.9857024681992,-125.79946998554992,-160.9710461259661,-150.6339824306566,-145.88571140393458,-134.32129661756142,-143.95143857813073,-151.7870075895764,-123.85088093102999,-128.28580752511647,-147.63309233311787,-149.86384283561222,-133.39233468634603,-136.74038880673396
-50.43240328442272,-64.4167089567295,-146.94817688145503,-156.65956100381507,-162.17618022165627,-154.49708794860538,-186.45607709837788,-169.35145668691356,-89.71353335669338,-152.18725509133003,-156.18241029470968,-164.7973913279875,-183.7814811657727,-164.9997218595781,-144.90980195223656,-164.2698202353679,-141.20700562570363,-168.7750578702781,-170.44815892181933,-146.2330917599856,-150.2039664448936,-132.10541683599112,-142.8305726529185,-152.3554045661988,-131.24977147677797,-151.32129309979442,-136.9267375334275,-105.16865184354707,-134.95451493259782,-146.41813424126966
-52.465284081342304,-77.65336254454779,-156.8937363032454,-150.50491500244107,-149.48246208193794,-162.9066749276925,-189.4763579342409,-180.93186040421114,-169.0358808363619,-162.65107481953066,-186.88242059236262,-165.88844385904204,-176.48525905021174,-178.35419057665467,-172.39740529489006,-143.5313820586945,-155.60872745371782,-150.0468716226327,-153.63893173872216,-155.42076235657177,-136.63352024221362,-149.7942640557899,-148.80530577325155,-125.75322512975447,-142.9137060275168,-149.53516870294982,-139.2543064224396,-144.1198515631994,-133.81858535620108,-135.84092068830407
-53.50818977366281,-79.9704441562719,-127.04578536864075,-149.3276188469401,-103.11383297531904,-157.1511032286605,-178.5483436516099,-182.15937187275813,-204.44649556792757,-175.12109714521355,-184.79484659231036,-166.18935677744025,-168.31528939752732,-168.68975102203714,-163.67989147338642,-142.99487713550107,-177.4583693659875,-122.95682246294761,-169.08226410116856,-141.41838600976808,-146.5281150573466,-129.0028338460453,-138.07686011459768,-152.3651056160918,-146.00710337233096,-153.50100232464985,-139.5772259569111,-148.5951401490045,-136.467626131885,-112.73739505520831
