1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
197.41491655477338,215.68834724804557,188.24068239480135,170.44819996150275,155.13341285905548,177.62591037013755,158.34582477181365,178.59285876398508,193.81420736525772,167.8349372807644,171.675771626123,151.97283377985724,140.38250424690435,152.49379374042095,106.9642967633282,167.9554124529402,144.53444247297546,159.20088743580337,150.2411783681024,140.08085088176347,153.6973961934645,136.028760149364,126.66661137894606,96.2308975045815,125.39558463061353,145.54988138276175,132.92645070435927,128.80990363485728,135.72578245469987,128.41090852645655
222.49447007743402,229.5039475418862,179.8616048521575,202.00268348444337,175.75542278161663,150.2638152718752,165.2916686615841,116.7369700355201,162.1255304406084,153.4926852067001,171.4981392478127,148.95056179661296,145.44520215926264,140.35506576123623,154.21213065226283,134.43022038966296,146.0762304556118,153.76927053848652,116.53779040597291,154.8404466267902,160.09325456006323,154.61560108445016,146.39827411142724,133.05608097384828,119.36242722567671,102.38797487316384,160.6759260172342,132.3508223470566,148.53330072573027,129.54747535362884
218.4742783930958,187.1805573074149,182.80945102590343,204.40721086401555,205.5326634542307,195.9752514001598,179.2688609449515,187.10423322878162,172.82913235705956,184.7098504181633,186.34974218056527,161.87858984918174,177.56232251581014,154.12303473375715,135.30962221231619,123.18955958829834,151.4383506449652,164.06399472022102,158.40719912091802,147.24141519222363,129.4008631918705,144.56739024711308,134.54992909816391,140.3394536740599,119.08272346025265,126.61955966339004,164.42780482691774,165.10133216327512,141.35319553463665,140.82274922604753
194.14512696410625,190.4687439632407,202.00634929154168,161.27219824878523,120.00621724775857,132.54309867084604,193.0064598523251,171.05541445112593,144.9692093733281,153.97151407695878,131.7596121386824,186.62889663482062,148.923631705352,157.69168650920633,158.1291388364548,160.87983722357495,151.09625589772102,174.6202506232192,166.61143022486655,146.57755852730799,155.54593900353703,117.7046316160397,157.28374397599316,127.95554055473175,131.95814585582096,118.46602453351052,141.64100987385223,137.33138103411198,142.617102210968,88.86292740500039
216.1326595103025,210.5977458120083,191.72780853138016,144.8647964424298,202.75315483798536,192.41392893345133,186.36073967379627,171.7102211073726,160.64108800278578,159.40798626505108,170.05121590049637,167.17935037000575,143.7866555905478,174.24039865229113,133.83541027635053,136.10417615926767,143.03293198217634,161.21631101678742,131.12573258457883,154.68035637593158,135.90385860724936,130.925569573428,153.71545458758908,136.31808510390948,140.5123721908873,135.78017399668155,141.85091698624927,108.87941694689306,123.59651945336287,149.4965598060451
189.77720944408523,183.26982948382826,195.31114491687202,180.9165197694701,176.59196124019292,175.70302104703137,175.9113212831862,174.19324904357782,188.59280670966191,151.39121671090155,149.5222413359882,167.03731051874172,175.5421355618985,162.65565373865627,151.30458814847196,123.54350759741529,174.36476012785585,153.53382653363158,102.95008604124328,149.97920193665846,168.63955836179375,120.64878462137936,150.92326348143465,134.35562328632022,136.21028012533995,153.57546488724498,152.093897075648,136.58136521762694,147.61058459491957,148.08074952788502
212.72147558901668,159.18018057000126,133.14687462416197,176.28768646955703,170.5253510003023,123.00901937349255,164.22376099159123,161.44820928973664,177.57239048937072,129.9760227430516,170.19974639663084,166.33112173483897,147.43921336106155,176.77891615968053,148.94897902122344,126.87735835466184,146.68629453485096,116.76168879611583,160.89477923876032,165.63167124396574,137.63766366181363,153.89525448191247,129.71917107141925,130.19563425326913,152.2021072146369,149.43934915041433,137.32367901864862,147.7496686501501,145.04924068364795,111.0709083602134
214.67577064748195,200.82634953060492,192.86765441692214,185.966141518378,187.36455303744796,202.41922308220356,143.8210796368398,211.44509135908163,143.59282372490497,144.06482440404415,154.48545082588612,157.80403111636383,158.7516240489913,147.10542161065425,183.71234064973575,130.69869244786125,167.294465152545,147.7156786605326,143.98551727058265,127.19504959168432,148.4529497007809,135.80989899289358,142.50700909786525,152.41429356343596,170.07719528920052,161.14023179351278,139.9626722690685,116.22113222111484,149.15222199016281,137.73319337690978
208.2446871622668,182.29319783281622,200.55768293181507,150.095600664866,116.93002551745747,182.88111489670092,164.6566298631303,157.001167430257,167.0672865954926,165.89415535284417,111.99130825251262,159.9838042112311,152.05518497005167,122.71296537943918,170.0000959150126,142.45344918067,141.23919016559458,92.16893723606294,169.83475147308025,116.18330144269763,157.31976818524703,139.55391296522814,174.82855384545405,117.17259804802264,138.5972278690702,142.72417503779857,154.8419766694748,153.47131386648087,146.08279537271403,141.3133435998767
181.16514396423503,156.87220462833838,148.3202251470719,154.0019541898416,193.29944959316862,164.65569976605082,156.96428666947958,201.1530223107132,160.4693466301742,157.480422375871,147.00207814376,172.8197583053479,111.26221491204105,148.51167517846022,129.63947112106143,150.54593718211044,160.46312701219867,128.87583093206155,152.48228547371352,126.01779930112647,154.37483790665453,163.97414028033467,152.31532267362124,127.12719678434057,147.3009660855582,123.47608256597505,142.7357761478971,155.7628440123276,146.11422102049912,153.450422504703
214.38440447379463,182.6843545737457,173.08412819788703,179.65383704287814,214.52117498977614,136.484219372803,135.9257114698217,168.06944910447066,190.2427095712742,158.3162769097911,179.1395692545637,132.1433684468084,138.3989532997966,157.9579863459643,149.29587673068244,127.81787898105964,134.41171556429975,152.35069911163794,154.45409989702904,157.22547468313184,152.10142207879983,150.14968569093065,148.3073507893001,141.37027868145822,151.44995343379668,94.70948839389095,158.52476988403922,136.0876872271053,134.93672601520882,143.82685311064316
217.76638533524954,198.76786595942482,182.96155863328266,172.94640882228992,181.35131600505784,155.40575086745218,131.1953009457285,167.23759506442778,166.6170846058413,128.40674327956134,141.2575012040015,152.5168682111165,161.98729021449805,182.0271109495247,136.1588875689705,118.6835183164741,124.43974888745349,139.46741598331926,132.47616065971087,147.64594699505773,145.03202242416006,131.8599583254607,148.81733128256124,132.19193689305823,109.20408271479073,157.4085050053483,164.87503132092846,145.77191789592896,155.65374419244833,141.1750819345221
215.64380091620623,168.42845103761397,205.21937548646386,202.49341931735006,206.7727145949902,200.08996573604898,188.93613148322726,170.06684585943992,145.84053369575446,158.990037295088,131.82538442912255,142.18510162027175,177.81018495044535,180.20899251430183,148.4145950058614,147.9882225863664,163.1982531731513,138.95653521872313,124.15237018379634,127.49327533667373,93.92660944177446,139.20951005139997,146.74110172959567,163.83676990483715,139.42597431579534,122.13716998498164,120.60824045972754,128.64512812332313,121.65842391824873,130.50509303688187
